" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits 0506",All Entires & Exits 0405,05/06 Interchanges
9652,11058,8923,6725.015,26706.015,12449,8917,6725.015,28091.015,54797.03,48693,
2735,5614,5837,1558.415,13009.415,5754,5917,1558.415,13229.415,26238.83,22713,
3171,69745,65989,132152.12,267886.12,74606,65910,132152.12,272668.12,540554.24,482403,
4607,14005,10936,860.41,25801.41,13959,10945,860.41,25764.41,51565.82,49109,
1761,12852.5,6981,4851.96,24685.46,14035.5,7044,4851.96,25931.46,50616.92,51436,
9818,26368,22398,18682.76,67448.76,38672,22394,18682.76,79748.76,147197.52,126813,
2058,6950,3054,2029.2,12033.2,7088,3040,2029.2,12157.2,24190.4,22396,
1871,6345,7966,758.525,15069.525,4420,7969,758.525,13147.525,28217.05,30108,
5824,379,194,222.5,795.5,444,196,222.5,862.5,1658,2104,
4595,3822,3081,723.475,7626.475,7479,3131,723.475,11333.475,18959.95,17607,
9876,59270,95387,83802.445,238459.445,59452,87135,83802.445,230389.445,468848.89,427739,
9521,87624,75730,44653.67,208007.67,82640,75701,44653.67,202994.67,411002.34,376116,
3225,15998,3349,9076.74,28423.74,14961,3404,9076.74,27441.74,55865.48,46508,
2669,13787,2722,4625.71,21134.71,14598,2690,4625.71,21913.71,43048.42,42099,
2059,3841,837,2365.73,7043.73,4116,843,2365.73,7324.73,14368.46,14254,
1133,29527,38436,281.21,68244.21,31612,38079,281.21,69972.21,138216.42,141305,
1534,92327,219996,390968.59575,703291.59575,95305,223729,390968.59575,710002.59575,1413294.1915,1341713,
7925,433,569,7331.68,8333.68,465,558,7331.68,8354.68,16688.36,16760,
4597,211802,321169,79771.795,612742.795,203454,324062,79771.795,607287.795,1220030.59,1198749,77052
2237,78477,89755,582.225,168814.225,82207,89731,582.225,172520.225,341334.45,332056,
5368,170313.1235,178200.1423,356281.66875,704794.93455,175884.0685,176994.1259,356281.66875,709159.86315,1413954.7977,1338133,60247
4784,20295,35475,10854.23,66624.23,21256,36299,10854.23,68409.23,135033.46,130403,
5110,83607.055,88871.4241,377030.8696,549509.3487,71342.1932,88594.4241,377030.8696,536967.4869,1086476.8356,1087916,
8487,2877395.5,4161361,975641.015,8014397.515,2928487.5,4140991,975641.015,8045119.515,16059517.03,14733503,1599238
1947,622143.5,1139292,420498.875,2181934.375,626319.5,1132138,420498.875,2178956.375,4360890.75,4456662,384983
5294,4522,5205,11357.15,21084.15,5712,5206,11357.15,22275.15,43359.3,39805,
7446,154670,136661,504430.405,795761.405,159838,137265,504430.405,801533.405,1597294.81,1527134,
1373,80319,180625,376027.64,636971.64,78180,188151,376027.64,642358.64,1279330.28,1199853,
3539,579,232,0,811,601,241,0,842,1653,8697,
3498,1983,9710,0,11693,2371,9710,0,12081,23774,18281,
5111,17727,16279,47042.235,81048.235,20322,16112,47042.235,83476.235,164524.47,152977,
9955,119878,161842,121338.97,403058.97,133292,135088,121338.97,389718.97,792777.94,775056,
3620,24529,37350,32084.385,93963.385,27740,37142,32084.385,96966.385,190929.77,143300,
6089,151752,185153,253288.15,590193.15,156823,186261,253288.15,596372.15,1186565.3,1144661,
9188,35918,136295,12124.71,184337.71,42088,136470,12124.71,190682.71,375020.42,349687,
2862,30406,58516,17591.295,106513.295,20554,61401,17591.295,99546.295,206059.59,145943,
5329,189395,485416,577991.005,1252802.005,177586,485487,577991.005,1241064.005,2493866.01,2405540,374200
5051,313460.7011,365985.441,1325997.8326,2005443.9747,326190.152,363442.4859,1325997.8326,2015630.4705,4021074.4453,4070982,819599
2710,79034,32164,31929.08,143127.08,78163,32326,31929.08,142418.08,285545.16,280942,
7402,4604.5907,3284.2191,7420.645928,15309.455728,6311.7031,3365.2191,7420.645928,17097.568128,32407.023856,34865,
7403,5201.8135,2677.993,4417.2122375,12297.0187375,7196.8051,2812.993,4417.2122375,14427.0103375,26724.029075,31542,
1177,119121,139425,44175.835,302721.835,103112,139897,44175.835,287184.835,589906.67,579062,
1291,41284,43323,23817.755,108424.755,46585,42980,23817.755,113382.755,221807.51,186923,24058
1579,950,5033,3980.26,9963.26,1291,5001,3980.26,10272.26,20235.52,16257,
7491,131684.507,156351.8011,840143.60583,1128179.91393,187683.3817,156489.4957,840143.60583,1184316.48323,2312496.3972,2246889,
6340,274933,280354,122416.93,677703.93,261668,278395,122416.93,662479.93,1340183.86,1277750,23224
5369,31312,60057,122604.4327,213973.4327,33918,60214,122604.4327,216736.4327,430709.8654,432715,
7305,6045,1425,5051,12521,6487,5493,5051,17031,29552,30965,
9438,158382,244430,163237.86,566049.86,168166,190414,163237.86,521817.86,1087867.72,1092153,
5634,45242,80357,96269.35,221868.35,45188,83146,96269.35,224603.35,446471.7,461148,
3573,50963,61947,5058.1,117968.1,52159,61928,5058.1,119145.1,237113.2,232269,31479
5635,23224,37937,40684.065,101845.065,25209,39316,40684.065,105209.065,207054.13,219293,
3853,19725,21351,16845.56,57921.56,20829,21360,16845.56,59034.56,116956.12,119302,
3066,599,850,641.78,2090.78,906,856,641.78,2403.78,4494.56,5104,
2156,6111,13999,915.825,21025.825,13926,14057,915.825,28898.825,49924.65,56010,
2661,34814,55108,21079.4,111001.4,31379,60361,21079.4,112819.4,223820.8,211589,
5260,48086,176585,140962.1,365633.1,51732,177151,140962.1,369845.1,735478.2,701659,5470
5498,23975,35683,43289.245,102947.245,22110,36941,43289.245,102340.245,205287.49,184289,
7072,15093,12075,32193.295,59361.295,18914,12186,32193.295,63293.295,122654.59,119198,
2242,580945,289455,1369.58,871769.58,131598,289053,1369.58,422020.58,1293790.16,982498,2070729
2244,100151,39309,3940.83,143400.83,23198,38474,3940.83,65612.83,209013.66,196009,
2246,2503905.5,4363948,127546.695,6995400.195,2985037.5,4364447,127546.695,7477031.195,14472431.39,13535200,270626
6965,4060201.65,5264390.74,14290206.283,23614798.673,4117344.17,5248885.17,14290206.283,23656435.623,47271234.297,50469209,1452848
9371,102725,95994,100972.645,299691.645,114217,106692,100972.645,321881.645,621573.29,584199,
9372,44903,32544,34445.105,111892.105,47737,33349,34445.105,115531.105,227423.21,217878,
4327,1836,335,4164.25,6335.25,1811,337,4164.25,6312.25,12647.5,16198,
4356,1109,2659,1169.05,4937.05,1419,2645,1169.05,5233.05,10170.1,10717,
4226,126,533,0,659,125,539,0,664,1323,852,
4018,6086,7619,11140.325,24845.325,6519,7629,11140.325,25288.325,50133.65,54526,
3844,45393,38207,43066.26,126666.26,50083,38200,43066.26,131349.26,258015.52,263698,
4460,255,979,0,1234,439,986,0,1425,2659,3406,
4334,106,639,0,745,151,638,0,789,1534,1148,
4248,1107,4999,0,6106,1162,4997,0,6159,12265,13473,
4059,1776,7824,0,9600,1808,8019,0,9827,19427,20264,
4227,4037,16267,0,20304,3867,15968,0,19835,40139,42992,
2484,43820,69666,7194.775,120680.775,39385,69787,7194.775,116366.775,237047.55,234913,
2485,35698,70372,15401.62,121471.62,36298,69782,15401.62,121481.62,242953.24,236168,43252
4247,591,2090,5.15,2686.15,630,2171,5.15,2806.15,5492.3,4775,
4133,36981,72203,37076.825,146260.825,41521,72036,37076.825,150633.825,296894.65,285144,4123
2488,1508,1971,415.925,3894.925,1983,2005,415.925,4403.925,8298.85,7023,
2467,767,1722,778.825,3267.825,1014,1742,778.825,3534.825,6802.65,6312,
4060,625,2328,0,2953,597,2397,0,2994,5947,6140,
4162,247,1243,0,1490,303,1283,0,1586,3076,3292,
4138,139,342,0,481,178,360,0,538,1019,1320,
4207,70,280,0,350,99,297,0,396,746,872,
3847,24087,22154,27698.6,73939.6,29462,22141,27698.6,79301.6,153241.2,135800,
2457,6451,493,120.05,7064.05,6454,497,120.05,7071.05,14135.1,17096,
4223,4955,3274,1498.875,9727.875,5525,3279,1498.875,10302.875,20030.75,20397,
9699,25700,68385,8935.68,103020.68,28554,68432,8935.68,105921.68,208942.36,,
4061,191,784,0,975,245,798,0,1043,2018,1976,
4163,852,3030,0,3882,798,3101,0,3899,7781,9187,
4421,1371,6054,9920.675,17345.675,1873,6022,9920.675,17815.675,35161.35,31379,
3852,4700,7704,12815.915,25219.915,5930,7717,12815.915,26462.915,51682.83,64303,
8712,1060,302,0,1362,1110,303,0,1413,2775,2446,
8846,186,83,0,269,126,80,0,206,475,507,
8829,533,339,0,872,664,352,0,1016,1888,1802,
8830,80,39,0,119,96,40,0,136,255,355,
9156,7367,11791,5537.595,24695.595,7725,11791,5537.595,25053.595,49749.19,45356,
8660,109,49,0,158,99,49,0,148,306,171,
9655,14237,11634,7246.285,33117.285,17237,11641,7246.285,36124.285,69241.57,56774,
9614,8011,31618,506.73,40135.73,10558,31375,506.73,42439.73,82575.46,71736,
8443,6925,4004,747.175,11676.175,6267,4056,747.175,11070.175,22746.35,18558,
5564,130443,59130,15648.575,205221.575,108069,66734,15648.575,190451.575,395673.15,390933,
5148,2732289.07,3626111.19,12227152.022,18585552.282,3006640.7,3596835.06,12227152.022,18830627.782,37416180.064,37020060,6352043
6966,11417.746,5393.1401,10066.42198,26877.30808,13289.9564,5398.1401,10066.42198,28754.51848,55631.826559,47223,
5281,46322,103198,60898.985,210418.985,37757,102368,60898.985,201023.985,411442.97,354247,
5632,39820,27027,113205.04,180052.04,43631,26280,113205.04,183116.04,363168.08,350401,
1067,12356,27449,26953.96,66758.96,12497,30522,26953.96,69972.96,136731.92,138777,
1829,94485.5,65088,51914.47,211487.97,96862.5,65957,51914.47,214733.97,426221.94,423452,23175
2657,4455,462,0,4917,4685,461,0,5146,10063,9753,2
7978,7516,8748,2411,18675,9697,8746,2411,20854,39529,40645,
1110,70730,83389,4768.6,158887.6,69215,83440,4768.6,157423.6,316311.2,292370,
5674,72,19,72.5,163.5,89,20,72.5,181.5,345,266,
5114,40614,60567,130705.275,231886.275,38445,66847,130705.275,235997.275,467883.55,466593,
9354,24526,20916,18186.645,63628.645,30972,22253,18186.645,71411.645,135040.29,122678,
1305,1689,1174,540.38,3403.38,2049,1252,540.38,3841.38,7244.76,5742,
1306,5264,3781,1037.225,10082.225,6232,3870,1037.225,11139.225,21221.45,16960,
3574,8017,26374,906.835,35297.835,8273,26402,906.835,35581.835,70879.67,75510,
2307,4339,2549,366.2,7254.2,5973,2552,366.2,8891.2,16145.4,14251,
2689,11911,1084,2833.95,15828.95,13095,1090,2833.95,17018.95,32847.9,38731,
2598,22206,27047,14867.69,64120.69,17651,28836,14867.69,61354.69,125475.38,118752,
3517,10877,9859,1765.06,22501.06,11981,9925,1765.06,23671.06,46172.12,42602,
1897,215239.5,242121,111871.2,569231.7,223301.5,242460,111871.2,577632.7,1146864.4,1152310,28580
5082,52860.4351,27939.7127,84312.935172,165113.082972,39741.476,28203.7127,84312.935172,152258.123872,317371.20685,301183,
6202,7580,748,1267.775,9595.775,7962,753,1267.775,9982.775,19578.55,18086,
5053,23700.7578,27648.9812,93989.254338,145338.993338,23759.0555,28800.6512,93989.254338,146548.961038,291887.95438,301883,
7268,48077,68482,3156.44,119715.44,49269,53870,3156.44,106295.44,226010.88,245294,2173
3635,27375,57340,27831.78,112546.78,26715,57156,27831.78,111702.78,224249.56,213843,
1536,205015.045,771280,567019.7186,1543314.7636,240058.925,793279,567019.7186,1600357.6436,3143672.4072,3064000,185803
3645,426861,444130,208123.2877,1079114.2877,482116,387345,208123.2877,1077584.2877,2156698.5754,1886911,90428
3518,152,377,0,529,252,379,0,631,1160,791,
4826,14254,19368,4055.435,37677.435,15896,19377,4055.435,39328.435,77005.87,71378,
4640,7726,6056,1765.61,15547.61,7200,6033,1765.61,14998.61,30546.22,27511,
5892,11739,31805,12015.295,55559.295,13521,31969,12015.295,57505.295,113064.59,108971,
5887,23871,42511,8870.165,75252.165,20702,42851,8870.165,72423.165,147675.33,145472,
5762,8670,21590,294.2,30554.2,9500,21793,294.2,31587.2,62141.4,55875,
5761,10586,16160,4374.48,31120.48,15086,16158,4374.48,35618.48,66738.96,63325,
5906,7438,9819,10120.235,27377.235,8731,10540,10120.235,29391.235,56768.47,49102,
2670,22083,8819,2268.7,33170.7,23040,8903,2268.7,34211.7,67382.4,65712,
2871,152212,252848,54099.67,459159.67,151531,250094,54099.67,455724.67,914884.34,713194,9315
4422,10522,34928,397.295,45847.295,11115,34664,397.295,46176.295,92023.59,89537,20948
3963,20331,41831,7694.95,69856.95,20042,41811,7694.95,69547.95,139404.9,136669,
3962,684,749,211.15,1644.15,620,750,211.15,1581.15,3225.3,3256,
2155,151466,95957,3136.615,250559.615,152288,96036,3136.615,251460.615,502020.23,431945,
5853,3363,4633,898.125,8894.125,3820,4640,898.125,9358.125,18252.25,17635,
3147,373172,598572,707314.665,1679058.665,379515,614285,707314.665,1701114.665,3380173.33,3272122,353139
5237,444,703,100.075,1247.075,883,772,100.075,1755.075,3002.15,1479,4073
5115,78891.5,156786.5,224705.81075,460383.81075,44061.5,141283.38,224705.81075,410050.69075,870434.5015,829594,101093
5222,177807,220560,222338.615,620705.615,199677,247926,222338.615,669941.615,1290647.23,1190631,7330
5599,20466.8613,25148.2996,89272.267505,134887.428405,18959.9425,25214.3075,89272.267506,133446.517506,268333.94591,285320,
8831,7521,22156,0,29677,14218,22298,0,36516,66193,69779,
8164,47641,43267,33983.69,124891.69,50552,42989,33983.69,127524.69,252416.38,237489,
4884,46166,29368,24848.77,100382.77,45370,30489,24848.77,100707.77,201090.54,179091,
2961,231388.5,689441,15370.375,936199.875,205899.5,641124,15370.375,862393.875,1798593.75,1576260,20086
2966,92275,225683,56622.325,374580.325,42586,151221,56622.325,250429.325,625009.65,561701,385498
2968,2432270,6448659,1580905.14,10461834.14,2746182,6441692,1580905.14,10768779.14,21230613.28,18958922,1065881
2970,54643,239808,28311.2,322762.2,23441,113384,28311.2,165136.2,487898.4,467297,420682
7165,349,585,661.54,1595.54,346,586,661.54,1593.54,3189.08,4038,
6856,56101,119562,176874.215,352537.215,56396,121975,176874.215,355245.215,707782.43,719792,90747
6883,59582.0201,72932.7511,186630.07204,319144.84324,77993.9346,73125.7511,186630.07204,337749.75774,656894.60098,694315,
2253,28422,29204,179.4,57805.4,29559,29210,179.4,58948.4,116753.8,112519,
4094,402,1510,24,1936,541,1508,24,2073,4009,4265,
7603,499,15,191.575,705.575,477,16,191.575,684.575,1390.15,1882,
1727,70774,93706,21805.425,186285.425,77236,93975,21805.425,193016.425,379301.85,374799,
1728,23213,25394,15006.615,63613.615,22818,25480,15006.615,63304.615,126918.23,120729,
7166,34285,61411,41720.095,137416.095,35557,62245,41720.095,139522.095,276938.19,266164,52
5223,14815,26338,77348.03,118501.03,15978,25303,77348.03,118629.03,237130.06,226482,
5018,52426,157458,89016.805,298900.805,54032,153503,89016.805,296551.805,595452.61,584569,11013
1909,72655.5,110677,111104.335,294436.835,77312.5,110717,111104.335,299133.835,593570.67,574947,
6318,6899,11934,1260.995,20093.995,7419,12252,1260.995,20931.995,41025.99,41784,
9160,27143,41732,14812.625,83687.625,29532,41820,14812.625,86164.625,169852.25,160108,
6863,25843,35326,138495.28,199664.28,25851,36144,138495.28,200490.28,400154.56,384337,275920
3021,35405,60278,57569.485,153252.485,35116,56460,57569.485,149145.485,302397.97,292516,
2830,41247,93357,26515.93,161119.93,36090,96976,26515.93,159581.93,320701.86,308436,
8445,17939,21157,10285,49381,22991,22544,10285,55820,105201,99828,
2339,31762,42942,8252.43,82956.43,31744,40664,8252.43,80660.43,163616.86,147160,
7928,11735,15301,7691.975,34727.975,14463,15321,7691.975,37475.975,72203.95,65658,
1034,39597,51814,572.575,91983.575,42509,51775,572.575,94856.575,186840.15,187051,
5040,3631,4810,7949.45,16390.45,3629,5552,7949.45,17130.45,33520.9,32990,
5692,67103,86864,108850.445,262817.445,69433,87991,108850.445,266274.445,529091.89,523356,
7947,781,649,73.25,1503.25,848,651,73.25,1572.25,3075.5,3617,
9957,8973,7777,6780.735,23530.735,11234,7777,6780.735,25791.735,49322.47,45314,
6970,19381.0238,14773,62989.689304,97143.713104,22006.6547,14787,62989.689304,99783.344004,196927.05711,197259,
1475,650735,1280156,1507205.715,3438096.715,609223,1264762,1507205.715,3381190.715,6819287.43,6949363,276873
1988,12535,11501,6141.95,30177.95,13645,11443,6141.95,31229.95,61407.9,59058,
1581,13951,26570,4674.645,45195.645,14935,26630,4674.645,46239.645,91435.29,92333,
1582,3132,7818,74.875,11024.875,2849,7817,74.875,10740.875,21765.75,20804,
2867,24211,43543,9088.78,76842.78,17597,44937,9088.78,71622.78,148465.56,118566,
9802,32396,18873,11116.29,62385.29,38579,18873,11116.29,68568.29,130953.58,118745,
9529,16154,7086,3032.575,26272.575,13767,7072,3032.575,23871.575,50144.15,48938,
5149,57616.1961,58957.1493,167622.42947,284195.77487,53737.8509,59001.1493,167622.42947,280361.42967,564557.20454,539927,
6663,186976.5,447431,26310.435,660717.935,169543.5,447990,26310.435,643843.935,1304561.87,1289014,18126
7036,19844,22692,39889.665,82425.665,22628,22808,39889.665,85325.665,167751.33,157409,
3346,4474,949,6687.975,12110.975,4643,984,6687.975,12314.975,24425.95,27446,
7221,5432,5342,2532.385,13306.385,6422,5329,2532.385,14283.385,27589.77,20559,
1851,26464,75122,18278.125,119864.125,27990,78692,18278.125,124960.125,244824.25,224635,
3576,1456,173,500.2,2129.2,1652,172,500.2,2324.2,4453.4,5782,
8574,67007,86495,19740.75,173242.75,67988,85763,19740.75,173491.75,346734.5,330269,
2254,49094,45817,1091.95,96002.95,54216,45775,1091.95,101082.95,197085.9,196960,
2357,8955,5123,1986.7,16064.7,8421,5091,1986.7,15498.7,31563.4,26821,
5116,23110,29823,87157.4,140090.4,24648,30756,87157.4,142561.4,282651.8,288334,
9705,3678,3711,2521.52,9910.52,3855,3711,2521.52,10087.52,19998.04,,
5475,36669,54947,163907.535,255523.535,38671,52954,163907.535,255532.535,511056.07,488433,
3855,47624,81651,25375.385,154650.385,32044,81639,25375.385,139058.385,293708.77,300084,
3857,3828,8567,513.375,12908.375,5705,8573,513.375,14791.375,27699.75,31456,
6297,24291,2802,24909.69,52002.69,28151,2856,24909.69,55916.69,107919.38,97123,
7725,65307,118522,3811.405,187640.405,65834,118223,3811.405,187868.405,375508.81,375943,
6707,28187,59520,12616.805,100323.805,27488,58392,12616.805,98496.805,198820.61,187447,
5908,7144,9386,20676.71,37206.71,7844,10569,20676.71,39089.71,76296.42,58735,
8477,31626,22563,11717.565,65906.565,29803,22407,11717.565,63927.565,129834.13,122830,1531
7929,212610,316629,76400.195,605639.195,201637,317061,76400.195,595098.195,1200737.39,1120781,30709
2971,956,3192,992.805,5140.805,937,3391,992.805,5320.805,10461.61,9414,
3159,3348,4817,4170.345,12335.345,3953,4913,4170.345,13036.345,25371.69,24515,
5644,19537,17677,50615.58,87829.58,19493,20893,50615.58,91001.58,178831.16,175235,
4095,5385,15158,159.525,20702.525,4938,15099,159.525,20196.525,40899.05,39750,
2750,16590,2040,1497.75,20127.75,16222,2047,1497.75,19766.75,39894.5,36838,
1527,104959.3952,119142.9368,262504.39065,486606.72265,105148.2288,118597.1268,262504.39065,486249.74625,972856.46891,964792,
1537,845,3250,2213.13,6308.13,704,3603,2213.13,6520.13,12828.26,11744,
5909,3368,2038,4801.17,10207.17,4012,2102,4801.17,10915.17,21122.34,20937,
9658,21614,20475,10045.6,52134.6,27557,20474,10045.6,58076.6,110211.2,92130,
1997,30487,34826,35743.85,101056.85,31387,34908,35743.85,102038.85,203095.7,203053,
2920,21112,45319,23471.415,89902.415,17198,53281,23471.415,93950.415,183852.83,164520,
9985,162759,90344,105119.59,358222.59,163290,90522,105119.59,358931.59,717154.18,603024,
2922,9922,27809,4516.2,42247.2,7609,30041,4516.2,42166.2,84413.4,80959,
1378,350786,964803,747622.86,2063211.86,348619,974801,747622.86,2071042.86,4134254.72,3815435,164180
4469,518,1434,2801.195,4753.195,552,1426,2801.195,4779.195,9532.39,10040,
5019,7902,9554,11049.655,28505.655,8277,10353,11049.655,29679.655,58185.31,50433,21178
8518,34748,33366,4918.515,73032.515,37953,33201,4918.515,76072.515,149105.03,134282,5120
6906,1655,3422,14012.365,19089.365,3391,3482,14012.365,20885.365,39974.73,31787,
5427,21036.8436,15893.0049,49322.066316,86251.914816,23422.6914,16092.0049,49322.066316,88836.762616,175088.67743,174410,296
2849,1673,2678,654.67,5005.67,2389,2738,654.67,5781.67,10787.34,9866,
9060,32,310,530.88,872.88,45,308,530.88,883.88,1756.76,1333,
3067,2300,3235,5668.075,11203.075,2375,3239,5668.075,11282.075,22485.15,27286,
3203,22980,5222,8902.19,37104.19,22408,5159,8902.19,36469.19,73573.38,65108,
9080,45775,93233,32019.46,171027.46,49771,93156,32019.46,174946.46,345973.92,319072,
2226,206614,61708,5791.565,274113.565,43676,60234,5791.565,109701.565,383815.13,309014,629735
6005,472991.945,455321.91,2598646.0402,3526959.8952,679741.875,457720.19,2598646.0402,3736108.1052,7263068.0004,7135238,974488
2799,3336,6911,2814.145,13061.145,2748,7224,2814.145,12786.145,25847.29,24750,
8539,21460,41613,10392.94,73465.94,26022,40957,10392.94,77371.94,150837.88,146146,
8833,922,766,0,1688,1191,767,0,1958,3646,3556,
5825,601,291,401.25,1293.25,734,283,401.25,1418.25,2711.5,3442,
5291,3025.945,4431.8828,5472.955111,12930.782911,4007.6388,4851.8828,5472.955111,14332.476711,27263.259622,23496,
2695,57174,24626,8583.55,90383.55,61375,25063,8583.55,95021.55,185405.1,195316,
5957,5195,12135,2371.485,19701.485,7310,12629,2371.485,22310.485,42011.97,39567,
2151,53420,75331,554.205,129305.205,66025,75334,554.205,141913.205,271218.41,264833,
4814,18542,55143,14532.22,88217.22,17976,57279,14532.22,89787.22,178004.44,180458,
4470,1173,1660,406.85,3239.85,1807,1652,406.85,3865.85,7105.7,6462,
8504,35102,19049,15100.715,69251.715,34336,18639,15100.715,68075.715,137327.43,104019,
7680,33552,28967,25759.97,88278.97,34682,28776,25759.97,89217.97,177496.94,163627,21
5501,19218,32706,34903.62,86827.62,17831,35836,34903.62,88570.62,175398.24,182741,
5600,116037.9193,123469.7243,308524.71693,548032.36053,108287.8278,123090.7386,308524.71693,539903.28333,1087935.6439,1105741,
2606,2144,3452,646.275,6242.275,1374,3791,646.275,5811.275,12053.55,13653,
2675,1225,111,0,1336,1324,120,0,1444,2780,2851,
2903,26317,45728,23662.295,95707.295,20536,48366,23662.295,92564.295,188271.59,191612,
2171,35877,29850,3353.89,69080.89,34118,30881,3353.89,68352.89,137433.78,111054,
9632,17508,15990,10056.9,43554.9,22286,15991,10056.9,48333.9,91888.8,79255,
2973,8011,12741,4643.835,25395.835,5735,16430,4643.835,26808.835,52204.67,48733,
9691,159724.5,166894,195485.52,522104.02,170075.5,164782,195485.52,530343.02,1052447.04,961831,83323
5645,58489.9327,67832.7067,163230.53396,289553.17336,54458.5299,67854.7067,163230.53396,285543.77056,575096.94393,605500,15602
5118,84741,73344,306117.145,464202.145,73014,73334,306117.145,452465.145,916667.29,897768,
2158,2547,4172,35.175,6754.175,2698,4176,35.175,6909.175,13663.35,11728,
5312,24009,66908,41037.56,131954.56,21497,65168,41037.56,127702.56,259657.12,214535,
9819,127671,140658,92488.09,360817.09,152481,140657,92488.09,385626.09,746443.18,620274,5336
3859,13737,30229,7198.29,51164.29,18318,30232,7198.29,55748.29,106912.58,109247,
9779,7342,4671,4302.35,16315.35,9605,4676,4302.35,18583.35,34898.7,30519,
8665,6678,368,438.55,7484.55,5447,11413,438.55,17298.55,24783.1,24365,
9608,46820,34121,58589.3,139530.3,57848,34122,58589.3,150559.3,290089.6,277439,
9304,51645,16303,26390.205,94338.205,51915,20743,26390.205,99048.205,193386.41,170852,
8526,22417,23953,5815.655,52185.655,25241,23865,5815.655,54921.655,107107.31,101025,
8107,4297,4513,3865.995,12675.995,3861,4519,3865.995,12245.995,24921.99,23851,
3389,63438,31194,39524.655,134156.655,62957,31435,39524.655,133916.655,268073.31,238657,
8666,11342,25780,5637.995,42759.995,11624,25466,5637.995,42727.995,85487.99,80626,
1247,10718,9455,4632.11,24805.11,11354,9529,4632.11,25515.11,50320.22,46997,
4098,1437,3905,0,5342,1881,3917,0,5798,11140,10321,
1881,20172,24959,31059.3,76190.3,20283,25118,31059.3,76460.3,152650.6,144714,
2940,6617,6914,4628.87,18159.87,7758,8271,4628.87,20657.87,38817.74,30473,
4216,73615,132443,29312.785,235370.785,73287,131940,29312.785,234539.785,469910.57,472657,
7354,7622,2234,2295.425,12151.425,8545,2480,2295.425,13320.425,25471.85,16237,
9773,49250,45566,130504.955,225320.955,49499,45578,130504.955,225581.955,450902.91,437427,
2565,18739,12255,3954.195,34948.195,19515,12275,3954.195,35744.195,70692.39,66119,
2139,15377,1440,554.28,17371.28,15827,1463,554.28,17844.28,35215.56,36280,
6241,2166,280,983.235,3429.235,2003,523,983.235,3509.235,6938.47,7238,
2047,143,22,0,165,111,21,0,132,297,326,
5911,9074,10600,15022.545,34696.545,9363,10714,15022.545,35099.545,69796.09,71280,
6018,75131.5335,58952.2692,204491.92179,338575.72449,72658.2838,58806.2692,204491.92179,335956.47479,674532.19929,673521,
5058,45574.1378,56767.53,254893.09258,357234.76038,42515.4823,59696.83,254893.09258,357105.40488,714340.16525,683354,437
2152,71330,101680,324.05,173334.05,75372,101622,324.05,177318.05,350652.1,343730,
6289,81,10,5.15,96.15,132,13,5.15,150.15,246.3,332,
5150,236682.0354,203394.3114,607843.53245,1047919.87925,183180.5757,202716.9176,607843.53245,993741.02575,2041660.905,2065149,
5345,281123.1032,282434.0993,670879.76628,1234436.96878,165105.5631,282471.2506,670879.76628,1118456.57998,2352893.5488,2330400,
9533,6085,4686,978.615,11749.615,5670,4690,978.615,11338.615,23088.23,21338,
5119,135131.9997,114945.14,631777.2312,881854.3709,114650,114618.14,631777.2312,861045.3712,1742899.7421,1689423,
2923,3660,10851,2038.375,16549.375,2364,11936,2038.375,16338.375,32887.75,30322,
6209,8279,1611,710.4,10600.4,8668,1613,710.4,10991.4,21591.8,22539,
5238,12805,6789,9357.815,28951.815,12082,7159,9357.815,28598.815,57550.63,46147,
2358,854,601,169.95,1624.95,742,602,169.95,1513.95,3138.9,3107,
5567,180126.7287,250165.5301,491161.7509,921454.0097,178359.3458,249804.543,491161.7509,919325.6397,1840779.6494,1892032,23004
2974,13510,22751,3290.72,39551.72,12006,22796,3290.72,38092.72,77644.44,81551,162
2769,14789,23127,21040.92,58956.92,14791,23313,21040.92,59144.92,118101.84,104039,
5881,75552,118408,83131.145,277091.145,74554,119750,83131.145,277435.145,554526.29,515715,
8506,99582,84810,52588.535,236980.535,101135,84887,52588.535,238610.535,475591.07,424263,
6019,39973,20020,90947.9273,150940.9273,37347,20225,90947.9273,148519.9273,299460.8546,291290,
6498,149300,155760,30502.22,335562.22,171834,169575,30502.22,371911.22,707473.44,649635,9363
6499,58857,71111,84959.58,214927.58,42739,57660,84959.58,185358.58,400286.16,377172,205173
3074,172939,233706,295902.3,702547.3,187394,233786,295902.3,717082.3,1419629.6,1350930,28865
3071,6873,19707,9210.125,35790.125,7144,20009,9210.125,36363.125,72153.25,56299,
7728,811751,1968432,303040.405,3083223.405,764810,1957166,303040.405,3025016.405,6108239.81,5728348,308201
8808,27720,27359,21180.45,76259.45,34606,27743,21180.45,83529.45,159788.9,137389,
5330,8217,17270,19963.285,45450.285,9367,17094,19963.285,46424.285,91874.57,103572,
5331,17579,35975,62794.065,116348.065,19282,36528,62794.065,118604.065,234952.13,232450,
5175,12823,17596,36335.76,66754.76,15358,17900,36335.76,69593.76,136348.52,128798,
7038,14345,17696,18191.16,50232.16,18711,17844,18191.16,54746.16,104978.32,88721,
7039,14272,18316,74959.23,107547.23,14525,18974,74959.23,108458.23,216005.46,228756,
