" NLC"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits"," Interchanges"
2397,5318,6201,3308,14827,4862,6413,3308,14583,29409,
2953,18521,29171,13495,61187,14428,32194,13495,60117,121304,
5416,2726023,1162460,565558,4454041,2523694,1131742,565558,4220994,8675035,904954
8641,365,284,0,649,230,283,0,513,1162,
3051,112523,200135,159550,472208,111651,200203,159550,471404,943612,4281
6877,123510,154761,644532,922803,100422,160770,644532,905724,1828527,1039
9794,43118,39790,32574,115482,57797,39795,32574,130166,245648,
2655,3325,493,0,3818,3708,495,0,4203,8021,
8117,14158,11031,8813,34002,14501,11034,8813,34348,68349,199
4022,2673,5359,3828,11860,2985,5378,3828,12191,24051,
5796,33064,77261,37307,147632,34260,78072,37307,149639,297271,
5169,182935,300809,452839,936583,196088,301606,452839,950533,1887116,968565
9956,4621,5109,2914,12644,6204,5109,2914,14227,26870,
5363,99067,133029,363751,595847,78408,132478,363751,574637,1170484,
9501,25150,14982,7677,47809,24847,14983,7677,47507,95316,
7921,590,1186,9550,11326,730,1186,9550,11466,22791,
2454,1990,42,4977,7009,1913,42,4977,6932,13941,
9813,4514837,4649906,2511055,11675798,4153675,4666613,2511055,11331343,23007141,888712
9950,406558,364548,413385,1184491,85216,342030,413385,840631,2025121,2787421
2301,4344,4790,4321,13455,3955,5211,4321,13487,26942,
8715,3447,4256,1313,9016,4819,4362,1313,10494,19509,
8828,909,793,0,1702,1188,793,0,1981,3683,
9503,35750,29896,34375,100021,46157,29893,34375,110425,210446,
9301,6491,8156,5631,20278,7371,8163,5631,21165,41443,
2895,48804,123548,32201,204553,40929,131249,32201,204379,408932,
4760,98358,214353,37077,349788,97745,213791,37077,348613,698401,59879
5338,4174,8054,5955,18183,4131,8316,5955,18402,36584,
4457,16424,41418,3991,61833,18657,41620,3991,64268,126101,
5629,112797,105429,194199,412425,114605,105894,194199,414698,827123,
2948,5013,5775,2744,13532,4407,8902,2744,16053,29585,
5474,7010,10655,7855,25520,6874,11852,7855,26581,52100,
8284,4584,9941,899,15424,5019,9948,899,15866,31289,
9096,8,4,0,12,31,4,0,35,47,
8643,5434,399,0,5833,1407,399,0,1806,7639,
5298,2677,6531,3696,12904,2330,6730,3696,12756,25660,
6878,75370,111801,491670,678841,72803,112466,491670,676938,1355779,
8025,35643,51081,14879,101603,36083,51113,14879,102075,203677,964
1220,5048,4936,2253,12237,6134,4983,2253,13370,25606,
6028,41302,43974,186816,272092,32938,43978,186816,263732,535823,
3033,43157,71130,69202,183489,43108,72980,69202,185290,368778,
5272,24880,50325,82949,158154,22643,50692,82949,156284,314437,
2962,10953,18469,4510,33932,7366,20636,4510,32512,66443,
1409,51781,68550,176396,296726,49022,66465,176396,291883,588609,14350
9635,76497,49245,43532,169274,72472,49263,43532,165267,334541,
4131,1060,1450,2094,4604,1288,1453,2094,4835,9438,
6206,10116,2030,1404,13550,9612,2033,1404,13049,26599,
6029,21098,16629,61491,99218,15370,16668,61491,93529,192746,
1965,24672,32352,6798,63822,22570,32441,6798,61809,125631,
3839,22518,21924,20155,64597,25505,21932,20155,67592,132189,
6469,92518,175675,113881,382074,91275,176616,113881,381772,763846,109059
5514,9310,8854,34212,52376,10011,9133,34212,53356,105731,
1132,34316,31258,4511,70085,36846,31292,4511,72649,142733,
5172,162116,295672,481039,938827,160804,299882,481039,941725,1880551,9166
7443,204882,185406,663407,1053695,191875,185785,663407,1041067,2094761,39926
7922,524,1412,0,1936,491,1412,0,1903,3839,
6855,2600,15336,14275,32211,3040,15509,14275,32824,65035,
7032,7926,5973,24352,38251,9898,6077,24352,40327,78577,
6275,4296,9,724,5029,3515,9,724,4248,9277,
4892,97713,56907,46314,200934,102639,57273,46314,206226,407159,
1463,57959,68611,80317,206887,48906,68742,80317,197965,404852,
7328,52390,173558,9469,235417,53183,171450,9469,234102,469519,98
2218,46184,47733,537,94454,53841,74723,537,129101,223554,
1996,1136,922,1810,3868,1143,1111,1810,4064,7931,
2325,18718,15342,4003,38063,17886,15355,4003,37244,75307,
9725,11062,8389,6027,25478,10521,8386,6027,24934,50412,
2900,15637,36779,10843,63259,14344,39766,10843,64953,128212,
5138,33232,50539,133463,217234,37627,50211,133463,221301,438535,
9681,54472,52888,27554,134914,52695,52892,27554,133141,268055,360
9682,71188,61628,48750,181566,68866,61595,48750,179211,360776,
5146,142440,198205,446984,787629,138779,197863,446984,783627,1571255,
9610,1449,8482,67,9998,2260,8961,67,11288,21285,
6276,1376,83,782,2241,1592,87,782,2461,4701,
6280,61261,119105,11245,191611,62111,119447,11245,192803,384413,13447
2825,6379,6020,309,12708,7645,6092,309,14046,26753,
8155,1777,3483,3622,8882,1610,3483,3622,8715,17596,
5139,137759,139766,553470,830995,103105,139862,553470,796437,1627431,647596
2955,13977,22618,12002,48597,12392,24715,12002,49109,97706,1072
5631,706574,1359012,907457,2973043,772907,1322808,907457,3003172,5976215,538990
8567,106954,86621,11908,205483,105856,85234,11908,202998,408480,
5588,251915,147167,293013,692095,151211,144335,293013,588558,1280653,
3563,8479,10118,1060,19657,8773,10105,1060,19938,39594,
7299,2772,2637,389,5798,2782,2767,389,5938,11735,
4300,16856,1082,474,18412,17142,1080,474,18696,37108,
7930,3096,369,304,3769,2307,369,304,2980,6748,
6281,7765,3867,3713,15345,8224,4055,3713,15992,31336,14
5364,33872,51341,175364,260577,28263,58124,175364,261751,522328,
6977,49793,82983,209200,341976,35040,82932,209200,327172,669148,
6867,79423,89168,371562,540154,86210,89950,371562,547722,1087877,302806
6978,6335,22306,91926,120567,14257,23044,91926,129227,249794,
3053,43107,65862,73535,182504,43831,65761,73535,183127,365630,
7300,1584,1371,227,3182,1527,1417,227,3171,6352,
2896,26833,67207,17722,111762,19083,70285,17722,107090,218852,
6075,17921,16802,42227,76950,22446,16831,42227,81504,158455,
2585,5332,9075,1883,16290,3947,9624,1883,15454,31744,
4577,19144,15350,50355,84849,21805,15413,50355,87573,172421,
9810,43623,29022,23398,96043,45317,29022,23398,97737,193780,
2845,13568,10944,7046,31558,12971,11730,7046,31747,63304,
7266,12209,13839,544,26592,12726,13825,544,27095,53687,
2295,9172,6438,1315,16925,6951,6876,1315,15142,32066,
8411,132303,203311,14904,350518,140423,200918,14904,356245,706762,11756
4521,25600,26256,1004,52860,27049,26378,1004,54431,107290,
2572,4973,5847,3895,14715,4733,7628,3895,16256,30970,
2229,10289,15649,119,26057,11350,12849,119,24318,50375,
5173,6933,7344,6978,21255,8418,7627,6978,23023,44277,
7568,7235,14235,3069,24539,7812,14241,3069,25122,49660,
5037,3322,6743,12011,22076,3650,8936,12011,24597,46672,
5947,7684,4758,5042,17484,8800,4970,5042,18812,36296,
9726,98982,81204,67691,247877,114419,81186,67691,263296,511173,8
9727,80547,57933,56609,195089,78571,57942,56609,193122,388211,
8241,3867,3810,3964,11641,4486,4729,3964,13179,24820,
5450,38578,159385,59285,257248,28201,167311,59285,254797,512044,
1413,36106,68571,110904,215581,47397,67402,110904,225702,441283,
5560,53693,87175,174724,315592,40030,87212,174724,301967,617559,
5561,78406,213186,132646,424238,56860,211537,132646,401043,825280,
5589,51916,50991,90157,193064,47564,51259,90157,188980,382045,
1033,10974,9882,124,20980,11308,9897,124,21329,42308,
1145,15189,17257,302,32748,17412,17265,302,34979,67727,
5940,16027,11877,13222,41126,15996,11954,13222,41172,82298,
3007,13584,11697,7070,32351,13069,12054,7070,32193,64544,
2767,32514,23261,14547,70322,40873,23360,14547,78780,149101,
3191,25902,29184,85521,140607,22261,29328,85521,137110,277717,
2557,5948,3666,1128,10742,6273,3673,1128,11074,21815,
4458,8590,9149,52185,69924,8564,9105,52185,69854,139777,
1521,78717,49548,124363,252628,54266,48273,124363,226902,479530,
7374,355,685,443,1483,327,858,443,1628,3110,
1533,28329,46557,89042,163928,26324,46802,89042,162168,326095,
6804,14521,10158,33375,58054,15701,10335,33375,59411,117465,
6827,196179,249953,312660,758792,195263,246502,312660,754425,1513217,
6879,127080,182067,611618,920764,126886,188031,611618,926535,1847299,
1543,152280,376661,701477,1230418,130873,376767,701477,1209117,2439535,117
5140,5510,5410,15910,26830,6115,5547,15910,27572,54401,
6012,46812,34785,109297,190894,24328,34937,109297,168561,359455,
7401,13191,4928,10957,29076,19747,5162,10957,35866,64942,
2027,2577,1723,1112,5412,2950,1723,1112,5785,11197,
8213,156111,231864,61735,449710,164265,220561,61735,446561,896270,44
1397,114576,245995,327142,687713,93472,243963,327142,664577,1352290,138158
2230,14702,26655,3954,45311,16147,26724,3954,46825,92136,
4579,1691,231,2999,4921,2704,228,2999,5931,10851,
8009,35985,64312,11097,111394,37735,64374,11097,113206,224600,29
9246,1863,2130,829,4822,2247,2130,829,5206,10027,
6902,9153,29423,18183,56759,11468,29874,18183,59525,116284,19
6905,1904,17525,12612,32041,2618,18888,12612,34118,66158,
5633,99724,215321,302019,617064,96743,229612,302019,628374,1245437,44151
5489,54013,113782,239621,407416,52361,113801,239621,405783,813199,
5219,108432,366666,240580,715678,108879,365403,240580,714862,1430540,68166
1398,28307,60384,53105,141797,29315,69036,53105,151456,293253,
6070,133342,211973,184300,529615,136305,212667,184300,533272,1062886,
6528,5159,11300,1716,18175,6389,11118,1716,19223,37397,8848
6845,13444,33531,152123,199098,13396,35139,152123,200658,399756,
2826,7120,6616,505,14241,7142,6674,505,14321,28562,
2604,2906,7307,1342,11555,2870,8754,1342,12966,24520,
4594,5841,1632,645,8118,8370,1881,645,10896,19014,
5532,233034,383483,268467,884984,228586,389883,268467,886936,1771919,171983
6260,21,6,1203,1230,66,8,1203,1277,2507,
4079,13772,36994,1611,52377,13626,36711,1611,51948,104324,
2428,11742,1370,501,13613,12715,1374,501,14590,28202,
2146,1037,5,15,1057,1225,4,15,1244,2301,
9634,13182,10177,4268,27627,18184,10178,4268,32630,60256,
7569,3553,3409,3696,10658,3315,3404,3696,10415,21073,
5289,19526,17539,71257,108322,22482,17748,71257,111487,219809,
3186,126319,233135,278133,637587,111227,230104,278133,619463,1257050,
5050,50580,70325,244029,364934,36728,84944,244029,365701,730635,
3513,6534,8872,279,15685,7243,8920,279,16442,32126,
9419,264563,145650,183883,594096,167232,141742,183883,492857,1086953,182725
5490,224738,489883,927323,1641944,234188,482768,927323,1644279,3286222,341364
2768,49357,69046,32469,150872,40383,73901,32469,146753,297624,357
5220,27135,66059,165975,259169,25146,69629,165975,260750,519919,
8498,21933,17205,5185,44323,28194,18001,5185,51380,95702,
1434,13717,22723,27446,63887,10459,24962,27446,62868,126754,
2860,28998,58019,19297,106314,23710,61171,19297,104178,210491,2306
6283,4899,33,233,5165,4653,33,233,4919,10084,
3845,24606,22476,22196,69278,27052,22470,22196,71718,140995,
3908,9204,10757,4216,24177,8029,10761,4216,23006,47183,
5564,159224,44190,8318,211732,118477,50484,8318,177279,389010,
2861,43257,45941,36579,125777,33261,53647,36579,123487,249264,
8524,58765,77116,14745,150626,61107,75941,14745,151793,302419,20367
6220,11075,5356,7495,23926,12999,5372,7495,25866,49792,
5893,31906,23698,50906,106510,32727,24067,50906,107700,214209,
1148,14586,29977,195,44758,14911,30442,195,45548,90306,
7887,3016,405,666,4087,4113,404,666,5183,9270,
9981,149957,143936,158433,452326,136239,144079,158433,438751,891077,91
9982,20,32,0,52,77,32,0,109,161,
2656,4876,259,11,5146,4794,260,11,5065,10210,65
8647,1241,434,0,1675,1625,433,0,2058,3733,
2149,10633,8083,3938,22654,10851,8125,3938,22914,45568,343
1391,120628,303431,219549,643608,110908,329110,219549,659567,1303175,2731
1522,42337,69791,144946,257074,36034,78223,144946,259203,516277,
4028,12044,27122,17059,56225,12139,27164,17059,56362,112586,
4524,12666,14800,3398,30864,12842,18550,3398,34790,65653,
3146,63899,131127,92543,287569,58909,138732,92543,290184,577753,
8129,177,8,0,185,239,8,0,247,432,
3607,65366,198058,26929,290353,61979,198310,26929,287218,577571,33921
5174,33375,98394,192080,323849,34967,99282,192080,326329,650177,
5066,172035,176842,574190,923067,130781,177138,574190,882108,1805175,1599291
5590,50203,62181,108063,220447,47770,62405,108063,218238,438685,
6818,39257,37196,62573,139026,13765,35982,62573,112320,251345,
6085,98790,150875,282626,532291,120545,152789,282626,555960,1088250,199
8067,7151,1549,2482,11182,8866,1551,2482,12899,24080,
2138,11416,2443,1122,14981,12130,2461,1122,15713,30693,
5417,350,1892,735,2977,512,2084,735,3331,6308,
7766,19047,10282,1145,30474,16407,6863,1145,24415,54888,
7506,40923,84540,21944,147407,54473,84507,21944,160924,308331,1970
3194,4070,3185,4568,11823,4928,3217,4568,12713,24535,
2691,1488,2094,0,3582,1805,2295,0,4100,7682,
5235,64580,84631,178647,327858,62963,87364,178647,328974,656832,
9909,50895,36119,29682,116696,46948,36119,29682,112749,229444,
3054,210288,431066,266859,908213,214868,430925,266859,912652,1820864,10496
5202,11783,12927,39051,63761,14780,13982,39051,67813,131574,
6919,94194,86273,447700,628166,77360,86376,447700,611436,1239601,
3314,14979,20576,4875,40430,15867,20612,4875,41354,81784,
2356,16683,21875,26,38584,16011,22206,26,38243,76826,
5236,26476,23832,151990,202298,19839,33332,151990,205161,407458,
9983,36601,21132,19861,77594,42501,21133,19861,83495,161088,
9676,21572,12687,18895,53154,26740,12691,18895,58326,111479,
9630,37189,12143,19662,68994,39074,12145,19662,70881,139875,
2231,27358,30532,308,58198,34802,31018,308,66128,124325,
5539,41437,9558,32526,83521,42577,9608,32526,84711,168232,19172
5591,27716,26844,65034,119594,23869,27005,65034,115908,235501,
1870,18910,58312,13398,90620,21141,61644,13398,96183,186802,
2398,14592,24483,9791,48866,11107,28931,9791,49829,98695,24357
5880,14951,14973,15466,45390,16628,15206,15466,47300,92690,
6086,199021,288773,364757,852551,207780,290083,364757,862620,1715171,38283
5107,168125,202575,640289,1010989,125605,202695,640289,968588,1979578,175876
6880,41891,147697,297226,486814,36153,152201,297226,485580,972393,
5141,2595,3495,7051,13141,3862,3600,7051,14513,27653,
2901,4475,10211,2678,17364,4573,10974,2678,18225,35589,
1221,22988,17388,10546,50922,25134,17812,10546,53492,104413,
5308,2375,3288,5008,10671,3248,3517,5008,11773,22444,
5941,2878,631,1053,4562,3248,631,1053,4932,9493,
2437,21309,55597,4531,81437,19959,55003,4531,79493,160930,262
9738,9144,9057,7504,25705,11127,9057,7504,27688,53393,
6979,37411,50115,80680,168206,15511,49861,80680,146052,314257,
4794,1970,4664,1703,8337,2057,4717,1703,8477,16814,
5717,22339,65815,21920,110074,25071,65977,21920,112968,223041,1136
8436,8907,5047,88,14042,9478,4923,88,14489,28531,
5418,87500,116816,260725,465040,59513,117095,260725,437333,902373,
5523,60993,76534,83100,220627,58429,82614,83100,224143,444770,
2193,66365,87838,1194,155397,63557,91235,1194,155986,311382,8499
2432,11750,458,0,12208,12027,454,0,12481,24689,
2828,5554,6231,642,12427,6448,6417,642,13507,25934,
4189,82,197,96,375,54,169,96,319,694,
5365,78029,123174,172648,373851,79456,127721,172648,379825,753676,
8212,34260,23197,25443,82900,33346,25867,25443,84656,167555,
6015,51911,32513,118053,202477,29921,32565,118053,180539,383016,
8499,96717,62932,21283,180932,101424,62399,21283,185106,366037,
5309,167180,274700,484248,926128,188607,271573,484248,944428,1870555,57291
5562,33232,38663,68420,140315,34014,38884,68420,141318,281633,
2105,2944,549,508,4001,2816,546,508,3870,7871,
8720,25873,46411,14266,86550,26266,51300,14266,91832,178382,
2399,278,470,208,956,223,474,208,905,1860,
2303,28550,38883,5177,72610,24143,37191,5177,66511,139120,
5563,61891,48016,79553,189461,57664,48395,79553,185612,375073,37766
5273,122919,296404,374168,793491,120880,288971,374168,784019,1577510,174192
7327,12832,26716,2744,42292,12881,27634,2744,43259,85551,
1563,4471,8393,3756,16620,4314,10295,3756,18365,34984,
8071,3699,1530,6346,11575,3645,1534,6346,11525,23099,
1734,4437,3117,1807,9361,7028,3119,1807,11954,21315,
2194,23693,34505,627,58825,26758,37579,627,64964,123789,
6221,100,180,0,280,78,184,0,262,542,
1862,51474,39401,9538,100413,39504,39404,9538,88446,188858,
8437,327398,534406,55778,917582,317075,541321,55778,914174,1831756,110353
8126,238590,465755,173113,877458,220364,465563,173113,859040,1736498,24612
2937,2653,3040,1272,6965,1765,4392,1272,7429,14393,
2558,3728,1299,1324,6351,3895,1293,1324,6512,12863,
3072,30245,40724,25296,96265,33410,41480,25296,100186,196450,
8098,3260,3291,1159,7710,3651,3291,1159,8101,15810,
6108,93973,217710,296756,608439,96720,217331,296756,610807,1219245,45
8921,13597,10793,4783,29173,14400,10793,4783,29976,59148,
2235,72906,61621,8667,143194,70567,62734,8667,141968,285162,48337
5463,32206,45209,115509,192924,28647,46118,115509,190274,383198,168701
8099,5352,6488,6503,18343,5579,6489,6503,18571,36914,
2160,65344,93023,2340,160707,66953,92203,2340,161496,322203,7793
2829,2814,6037,1672,10523,3101,7676,1672,12449,22971,
2959,2237,2418,1784,6439,1950,3544,1784,7278,13716,
6310,4861,1626,587,7074,4637,1608,587,6832,13905,
9845,189625,110429,86456,386510,193818,110432,86456,390706,777216,1115374
6851,819,5116,5817,11752,2332,5187,5817,13336,25087,
9618,16191,2735,35762,54688,12752,2735,35762,51249,105936,
5495,19513,25490,57279,102282,17259,26719,57279,101257,203539,
6881,277217,422287,1053553,1753058,193814,421331,1053553,1668698,3421756,10916
8568,117490,167520,16972,301982,108621,168528,16972,294121,596103,
2236,1065,1609,1062,3736,1225,1569,1062,3856,7592,
2122,788,44,15,847,813,52,15,880,1727,
6882,40517,56946,174491,271954,34253,62116,174491,270860,542813,2488
8922,13052,5974,9333,28359,13915,5983,9333,29231,57590,
8648,1248,801,252,2301,1281,805,252,2338,4639,
8778,261,59,319,639,354,59,319,732,1371,
9136,111266,128210,143156,382632,109258,128241,143156,380655,763286,13484
9646,5243,3821,4059,13123,4766,3821,4059,12646,25769,
8649,106400,231387,7176,344963,98186,230806,7176,336168,681131,31113
8614,75,54,0,129,90,54,0,144,273,
8924,27891,13982,18564,60437,25809,14018,18564,58391,118828,
7217,254166,516771,237972,1008909,258042,518822,237972,1014836,2023744,212766
2817,18809,19798,10635,49242,17221,23948,10635,51804,101046,
9508,107175,117777,85213,310165,123095,117790,85213,326098,636262,
5592,38474,15883,18732,73089,48461,16144,18732,83338,156427,
3110,2320,4119,2603,9042,2837,4116,2603,9556,18598,
3170,11201,11879,22379,45459,15245,14642,22379,52266,97724,
3555,4163,4002,3168,11333,5299,4025,3168,12492,23825,
1097,20463,16006,720,37189,20448,16085,720,37253,74442,
4081,584,2981,67,3632,695,2980,67,3742,7373,
9648,143633,107421,142888,393942,159812,107503,142888,410203,804144,
9995,41016,31421,29412,101849,48600,31422,29412,109434,211283,
2605,3136,4048,677,7861,2796,5112,677,8585,16446,
5038,6401,6315,6644,19360,7180,6303,6644,20127,39486,
8468,215262,195267,23336,433865,208986,196881,23336,429203,863067,284
8925,11130,17258,2985,31373,13041,17268,2985,33294,64667,
6838,22161,46977,312594,381732,23187,47298,312594,383079,764811,
3325,24047,37228,24177,85452,27814,37686,24177,89677,175129,
1384,162,363,709,1234,301,319,709,1329,2562,
5079,1459,708,2397,4564,1720,759,2397,4876,9440,
5205,13499,14675,26797,54971,22833,14721,26797,64351,119322,
1976,19455,26030,4616,50101,20734,26473,4616,51823,101924,
5419,23964,32804,111641,168409,16939,33524,111641,162104,330514,
7011,1560,667,2972,5199,1870,686,2972,5528,10727,
9816,4487,3989,1313,9789,6984,3988,1313,12285,22074,
1447,168995,114374,286839,570207,61434,116486,286839,464758,1034965,
1448,27025,54393,61672,143090,38409,54482,61672,154562,297652,
3092,149344,88935,140192,378471,76613,87265,140192,304069,682540,10302
5080,43610,43398,184617,271625,32807,43422,184617,260846,532470,233
1553,15107,31388,85194,131689,44878,38076,85194,168149,299838,
1449,15329,25944,23981,65255,18938,26100,23981,69020,134275,
1399,43772,52142,87946,183860,38563,54511,87946,181020,364880,
1966,5202,3074,1270,9546,4967,3098,1270,9335,18880,
1857,70585,195610,142259,408454,79382,196273,142259,417914,826367,4111
5593,31955,13909,106263,152128,43761,13855,106263,163879,316006,
5594,361109,225367,296683,883158,223731,221663,296683,742076,1625234,
3571,4931,461,357,5749,4883,462,357,5702,11450,
3237,28463,19929,16286,64678,29117,20068,16286,65471,130148,
5108,66227,65841,248453,380520,48503,65926,248453,362882,743402,
4581,84150,161932,95782,341864,91917,162586,95782,350285,692149,
1229,9741,7647,2170,19558,10090,7792,2170,20052,39609,1966
4132,2160,3165,1606,6931,2591,3165,1606,7362,14293,
1415,16552,20939,52434,89925,20600,21938,52434,94973,184898,
7516,124,264,0,388,279,264,0,543,931,
8652,38,3,0,41,40,3,0,43,84,
4083,1270,2505,93,3868,1579,2509,93,4181,8048,
9512,61375,84572,54184,200131,66909,84490,54184,205583,405713,8895
9516,8150,11781,12104,32035,9565,11779,12104,33448,65483,
9960,14028,10001,6279,30308,17619,10002,6279,33900,64207,
9517,120939,113329,125148,359416,122951,113305,125148,361404,720820,59148
8653,214,61,0,275,168,63,0,231,506,
3008,13205,30691,16324,60220,13128,31848,16324,61300,121519,
9142,9309,12208,13657,35174,9480,12209,13657,35346,70520,
6121,3072714,7396041,12586402,23055157,4266804,7422086,12586402,24275292,47330449,1847035
1427,406637,405881,354600,1167118,359105,371066,354600,1084771,2251888,698359
1392,36383,59130,78991,174504,32698,66593,78991,178282,352786,
7115,70472,161474,51670,283616,69404,162272,51670,283346,566961,2
1109,78763,74151,3006,155920,80302,74160,3006,157468,313387,
5823,661,806,667,2134,609,811,667,2087,4220,
9817,19935,15464,12035,47434,24250,15465,12035,51750,99183,
4508,8487,7249,4498,20234,10969,7648,4498,23115,43348,
9217,5745,1400,1592,8737,7292,1402,1592,10286,19022,
5565,325200,536573,391306,1253079,370077,536716,391306,1298098,2551177,
5366,23070,18531,69221,110822,23406,18683,69221,111310,222131,
8655,6767,4332,121,11220,6917,4327,121,11365,22584,
3073,11177,11896,6094,29167,12718,12107,6094,30919,60085,
6862,585,3000,10495,14080,2097,3194,10495,15786,29866,
6527,17547,17461,5942,40950,16063,17360,5942,39365,80315,
2124,95192,80346,1756,177294,96978,81910,1756,180644,357938,26661
1867,27146,39656,11318,78120,22179,39664,11318,73161,151281,
2057,5652,1431,2469,9552,5870,1437,2469,9776,19327,
1959,2144,3201,2585,7930,2177,3481,2585,8243,16173,
9145,105816,217344,106229,429389,109069,217151,106229,432449,861838,10544
9518,2844,4235,509,7588,2610,4233,509,7352,14939,
2245,60242,91516,2994,154752,57486,95007,2994,155487,310239,12367
2668,60955,18567,17577,97099,64003,18869,17577,100449,197547,8101
9771,19415,13103,8632,41150,24102,13103,8632,45837,86986,
9230,7659,3545,8402,19606,9299,3549,8402,21250,40856,
9766,15991,17719,15309,49019,17088,17723,15309,50120,99138,
6466,94,3,0,97,109,3,0,112,209,
6401,4248,5848,1298,11394,4498,5714,1298,11510,22904,
6565,4531,3848,1805,10184,5046,4012,1805,10863,21047,
8214,36734,52487,20053,109274,38846,57221,20053,116120,225394,
6088,43285,41066,73987,158338,51447,41214,73987,166648,324986,
4206,2023,7466,21,9510,2193,7721,21,9935,19444,
5109,8496,7624,31077,47197,14742,8574,31077,54393,101590,
8546,10758,9237,388,20383,12098,8974,388,21460,41842,
4228,348,1200,0,1548,311,1138,0,1449,2997,
2848,41713,46629,13217,101559,42229,46686,13217,102132,203691,
8657,6441,7704,0,14145,14830,7687,0,22517,36662,
9149,6604,4948,2549,14101,7233,4962,2549,14744,28844,770
5057,50913,80209,185481,316603,34834,83709,185481,304025,620628,
7445,151493,115109,486876,753478,142277,115316,486876,744469,1497946,
8658,1067,642,0,1709,1421,644,0,2065,3774,
5504,30483,3187,4931,38601,35115,3180,4931,43226,81826,
7201,26,47,23,96,54,54,23,131,226,
4084,481,690,0,1171,432,686,0,1118,2289,
9710,41442,34229,35290,110961,40176,34226,35290,109692,220652,
2685,214004,307968,58957,580929,203168,307483,58957,569608,1150536,184624
5275,72653,136500,114060,323213,74142,137379,114060,325581,648793,
1017,9226,9978,25,19229,9708,10080,25,19813,39042,
9652,8117,7078,2640,17835,14179,7081,2640,23900,41735,
2735,3804,3599,1515,8918,2913,3665,1515,8093,17011,
3171,58108,72992,108087,239187,60358,74280,108087,242725,481911,
4607,15193,11642,1299,28134,15065,11716,1299,28080,56213,
1761,12693,7589,4517,24799,13721,7981,4517,26219,51017,
9818,22707,17187,14771,54665,37778,17193,14771,69742,124407,
2058,4775,1297,2057,8129,4974,1300,2057,8331,16459,
1871,7099,11035,455,18589,4799,11037,455,16291,34879,
5824,689,835,558,2082,620,831,558,2009,4091,
4595,4204,3673,175,8052,5986,4071,175,10232,18284,
9876,51017,53174,63870,168061,54533,53350,63870,171753,339813,
9521,80714,65918,35381,182013,73114,65934,35381,174429,356442,
3225,15011,2453,9063,26527,14504,2461,9063,26028,52554,
2669,11748,4977,4426,21151,11855,5045,4426,21326,42476,
2059,3579,454,1992,6025,3699,453,1992,6144,12168,
2339,22113,28915,8011,59039,21446,27698,8011,57155,116193,
1133,25712,28679,262,54653,24999,28586,262,53847,108499,
1534,81315,186847,347041,615203,78796,185812,347041,611649,1226852,
7925,341,515,7751,8607,347,515,7751,8613,17219,
4597,145640,289305,50241,485186,138468,290364,50241,479073,964259,82619
2237,49077,64237,570,113884,47500,63026,570,111096,224979,
5368,154557,173512,292661,620730,160140,171682,292661,624483,1245212,48760
4784,21225,32907,10977,65109,22836,33316,10977,67129,132237,
5110,84649,95616,401738,582003,62943,95735,401738,560417,1142420,
8487,1992446,2704140,513373,5209959,1946473,2716730,513373,5176576,10386534,901950
1947,405475,1272474,303768,1981717,417263,1261732,303768,1982763,3964480,334387
5294,3314,5092,6332,14738,4619,5075,6332,16026,30763,
7446,112789,121450,462819,697058,115386,121790,462819,699995,1397053,
1373,55953,191928,325074,572955,45356,205964,325074,576394,1149348,
3539,1920,1157,16,3093,2138,1171,16,3325,6417,
3498,1899,5496,0,7395,2484,5499,0,7983,15378,
5111,16044,15205,40672,71921,17707,15446,40672,73825,145745,
9955,120662,87110,120468,328240,143344,87267,120468,351079,679319,
3620,15813,29244,3629,48686,18844,29247,3629,51720,100405,
6089,121867,168042,220553,510462,129013,168637,220553,518203,1028664,
9188,24289,104260,6116,134665,29191,104225,6116,139532,274197,
2862,21449,32394,10775,64618,13803,35139,10775,59717,124335,
5329,165971,436502,364545,967018,169299,428055,364545,961899,1928917,384487
5051,266173,487366,1011532,1765071,265515,489861,1011532,1766908,3531979,582944
2710,65209,30378,26819,122406,65873,31497,26819,124189,246595,
7402,11646,5917,30034,47596,20589,6260,30034,56883,104479,
7403,9588,4551,11567,25706,15444,4733,11567,31744,57450,
1177,97884,122297,40792,260973,89721,122643,40792,253156,514129,
1291,32822,33270,24903,90995,33639,33381,24903,91923,182917,26715
1579,1183,4749,5289,11221,1068,4946,5289,11303,22523,
7491,110681,73756,598565,783003,140372,73634,598565,812571,1595574,
6340,200987,285224,99136,585347,192583,283716,99136,575435,1160781,9268
5369,25108,51559,108914,185581,25987,52126,108914,187027,372607,
7305,7203,13911,3534,24648,6094,16376,3534,26004,50651,
9438,158014,124282,143533,425829,191649,124310,143533,459492,885321,
5634,42337,79011,85995,207343,43344,82019,85995,211358,418701,
3573,47315,50961,1417,99693,49451,50785,1417,101653,201346,24662
5635,22284,40670,42713,105667,23144,40994,42713,106851,212517,
3853,14862,18307,14075,47244,15972,18369,14075,48416,95660,
3066,525,817,988,2330,1338,823,988,3149,5479,
2156,4659,6399,1198,12256,11396,6247,1198,18841,31097,
2661,21792,37618,14025,73435,20616,40893,14025,75534,148968,
5260,43132,137903,99461,280496,42464,136734,99461,278659,559154,8274
5498,21316,31252,27057,79625,19209,33148,27057,79414,159039,
